ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As of 2.8.2017.,SearchStringWOS,WOShits .As of 2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao note,GMPDtraits,GMPDtax,ParasiteCorrectedName updated,Match,disease,disease note
Orthobunyavirus Tensaw virus,NA,0,,1,2,2,3,,VR,42681,2,3,"GIDEON:_Tensaw_virus_is_found_in_North_America.__Principal_vector_is_Anopheles_crucians,_but_also_vectored_by_other_Anopholes,_Aedes,_Coquillettidia,_and_Culex_species.__Various_sources_on_Tensaw_virus_(TEN)_in_humans,_but_I_like_Calisher_and_Sever_1995.__They_tested_500_archived_human_serum_samples_and_found_29_had_antibodies_to_TEN.__Also_found_antibodies_to_TEN_in_mothers_of_macroephalic_infants.__Calisher_et_al._1986:_Tensaw_virus_in_blood_of_domestic_dog,_hispid_hare_(Sylvilagus_hispid),_swamp_rabbit_(sylvilagus_aquaticus),_cotton_mouse_(peromyscus_gossypinus),_and_gray_fox_(urocyon_cinereoargenteus).__Mainly_found_in_Florida,_Alabama,_and_Georgia,_which_roughly_follows_the_distribution_of_small_mammals_and_mosquito_spp._from_which_it_is_most_often_isolated.__May_et_al._2014:_""Tensaw_virus_is_also_known_to_infect_and_cause_viremia_in_a_variety_of_mammals_including_mice,_raccoons,_rabbits,_dogs,_and_cows,_indicating_their_potential_as_amplification_hosts_or_reservoirs""_and_""In_conclusion,_we_found_potential_mosquito_vectors_of_Tensaw_virus_not_described_before._Many_of_the_small_and_large_mammal_hosts_of_the_mosquito_vectors_are_in_close_proximity_to_humans.""__Ortiz_et_al._2005:_""although_its_transmission_cycle_has_not_been_completely_elucidated,_it_probably_involves_small_to_medium_size_mammals_and_An._crucians_complex""__Grading_this_as_a_2,_with_3_confidence,_since_it_has_proposed_zoonotic_transmission_but_none_observed.",1,Orthobunyavirus Tensaw virus,107,Orthobunyavirus Tensaw virus,3,"infects a variety of wild and domestic vertebrates, including cattle and humans.  Mosquitoborne","May et al., 2014",,VR,42681,,Calisher et al. 1986;  May et al. 2014,Calisher and Sever 1995,NA,0,0,Yes,,Orthobunyavirus Tensaw virus,,Orthobunyavirus Tensaw virus,Orthobunyavirus Tensaw virus,,
Orthobunyavirus Tinaroo virus,NA,3,,-1,3,-1,3,,VR,42681,,,,0,Orthobunyavirus Tinaroo virus,54,Orthobunyavirus Tinaroo virus,2,"virus found in ruminants, but not humans",Cybinski 1984,,VR,42681,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Orthobunyavirus Tinaroo virus,,,
Orthobunyavirus Wyeomyia virus,NA,0,,2,1,0,3,,VR,42681,0,3,"In_GIDEON:_Wyeomyia_virus_is_found_in_Central_and_South_America_and_may_be_transmitted_by_at_least_23_mosquito_species.__Srihongse_&_Johnson_1965:_isolated_Wyeomyia_virus_from_a_worker_on_the_inter-American_highway_project_in_Panama.__Worker_experienced_febrile_illness.__It_had_been_isolated_from_mosquitoes_earlier,_but_this_was_the_first_report_of_""isolation_of_a_virus_strain_of_this_subgroup_from_a_vertebrate_host""_==>_so_had_not_been_found_in_non-human_vertebrates,_as_of_1965.__Able_to_infect_mice_with_the_patient's_blood_serum_(inoculated_intracerebrally).__Srihongse_&_Johnson_(1965)_tested_serum_from_people_in_two_areas_of_Panama_and_found_15_people_whose_serum_had_neutralizing_antibodies.__From_Chowdhary_et_al._2012:_""The_vertebrate_host_range_has_not_been_defined""_although_single_isolation_of_the_Macaua_virus_(in_the_Wyeomyia_serogroup)_has_been_found_once_in_two_different_rodent_spp_and_the_Anhemni_virus_(also_Wyeomyia_serogroup)_has_been_found_in_bird(s)_and_may_indicate_a_bird_reservoir.__Also_mention_that_TUCV_(Tucunduba,_in_Wyeomyia_serogroup)_was_found_in_a_child.__Plenty_of_experimental_mouse_infections.__Scoring_this_as_a_0_with_low_confidence,_as_there_is_no_discussion_of_the_reservoir,_besides_an_aside_that_there_could_be_a_bird_reservoir.__Needs_more_research.__Probably_down_the_road,_vertebrate_reservoirs_will_be_found.__Blitvich_et_al._2012_describe_Wyeomyia_virus_as_only_being_isolated_from_mosquitoes_and_humans.__",1,Orthobunyavirus Wyeomyia virus,157,Orthobunyavirus Wyeomyia virus,5,"two human cases, arthropod vectored, not very infectious even in mammals",Chowdhary et al. 2012,,VR,42681,,Srihongse & Johnson 1965,Chowdhary et al. 2012,NA,0,0,Yes,,Orthobunyavirus Wyeomyia virus,,Orthobunyavirus Wyeomyia virus,Orthobunyavirus Wyeomyia virus,,
Orthobunyavirus Xingu virus,NA,0,,5,3,0,1,,VR,42681,,,,1,Orthobunyavirus Xingu virus,41,Orthobunyavirus Xingu virus,1,,Lambert and Lanciotti 2008,,VR,42681,,,,NA,0,0,Yes,,Orthobunyavirus Xingu virus,,Orthobunyavirus Xingu virus,Orthobunyavirus Xingu virus,,
Orthobunyavirus-Bunyamwera,NA,0,,1,3,2,3,,VR,42681,2,3,"Bunyamwera_virus_(there_is_also_the_Bunyamwera_group,_which_is_making_it_hard_to_find_species-specific_information).__GIDEON:_Bunyamwera_virus_is_the_9th_most_common_arthropod-borne_virus_in_Africa.__Been_found_in_free-ranging_birds_in_ARgentina.__Principal_vector_is_Aedes_circumluteolus_but_also_found_in_other_mosquito_spp_and_in_ticks_in_Kenya.__Also_found_in_horses_in_argentina.__Sanchez_and_Elliot_2012:_BUNV_is_the_prototype_virus_for_Orthobunyavirus_and_the_family_Bunyaviridae.__Mosquito-vectored.__Tauro_et_al._2009:_Bunyawera_viruses_detected_in_ewes,_goats,_cows,_horses,_and_humans.__This_study_found_it_in_birds,_too.__NB_that_this_is_talking_about_the_Bunyamwera_virus_group--a_distinction_GIDEON_didn't_make.__Citing_Karabatsos_1985_(no_access):_""Transmission_cycles_for_these_[Bunyamwera]_viruses_are_scarcely_known,_but_most_of_the_isolates_have_been_recovered_from_culicine_and_anopheline_mosquitoes,_and_mammals_are_considered_the_primary_amplifying_hosts.__Tauro_et_al._2015_has_good_background._Animal-to-human_transmission_hypothesized_(Tauro_et_al._2009),_but_not_documented.",0,Orthobunyavirus-Bunyamwera,92,Orthobunyavirus-Bunyamwera,1,,"Tauro et al., 2015",,VR,42681,,Tauro et al. 2015,Tauro et al. 2009,NA,0,0,Yes,,Orthobunyavirus Bunyamwera orthobunyavirus,,Orthobunyavirus Bunyamwera orthobunyavirus,Orthobunyavirus Bunyamwera orthobunyavirus,,
Orthobunyavirus-Bunyamwera Batai virus,NA,0,,,,0,1,,VR,42681,,,,0,Orthobunyavirus-Bunyamwera Batai virus,22,Orthobunyavirus-Bunyamwera Batai virus,1,,Gideon,NEED,VR,42681,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Orthobunyavirus-Bunyamwera Batai virus,,,
Orthobunyavirus-Bunyamwera Cache Valley virus,NA,3,,2,3,0,3,,VR,42678,,,,0,Orthobunyavirus-Bunyamwera Cache Valley virus,24,Orthobunyavirus-Bunyamwera Cache Valley virus,0,,Vasconcelos and Calisher 2016,,VR,42678,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Orthobunyavirus-Bunyamwera Cache Valley virus,,,
Orthobunyavirus-Bunyamwera Lokern virus,NA,0,,0,2,0,2,,VR,42678,,,,0,Orthobunyavirus-Bunyamwera Lokern virus,3,Orthobunyavirus-Bunyamwera Lokern virus,0,mosquito vector,"Kramer et al., 1990",,VR,42678,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Orthobunyavirus-Bunyamwera Lokern virus,,,
Orthobunyavirus-Bunyamwera Northway virus,NA,3,,1,3,1,1,,VR,42678,,,,0,Orthobunyavirus-Bunyamwera Northway virus,7,Orthobunyavirus-Bunyamwera Northway virus,0,,"Calisher et al., 1973",,VR,42678,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Orthobunyavirus-Bunyamwera Northway virus,,,
Orthobunyavirus-Bunyamwera Potosi virus,NA,3,,-1,3,-1,1,,VR,42678,,,,0,Orthobunyavirus-Bunyamwera Potosi virus,4,Orthobunyavirus-Bunyamwera Potosi virus,0,"found in a variety of mammals, including deer and rodents.  Mosquitoborne, but no confirmed human cases",McLean et al. 1996,,VR,42678,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Orthobunyavirus-Bunyamwera Potosi virus,,,
Orthobunyavirus-California encephalitis Group Jamestown Canyon virus,NA,3,,2,1,1,1,,VR,42678,-,-,see_line_98,0,Orthobunyavirus-California encephalitis Group Jamestown Canyon virus,23,Orthobunyavirus-California encephalitis Group Jamestown Canyon virus,0,,"Andreadis et al., 2008",,VR,42678,,,,NA,0,0,Yes,GMPD only has traits for Orthobunyavirus California encephalitis orthobunyavirus.,,,Orthobunyavirus-California encephalitis Group Jamestown Canyon virus,,,
Orthobunyavirus-California encephalitis Group Jerry Slough virus,NA,3,,-1,2,-1,2,,VR,42678,,,,0,Orthobunyavirus-California encephalitis Group Jerry Slough virus,3,Orthobunyavirus-California encephalitis Group Jerry Slough virus,0,found in deer,Emmons 1968,,VR,42678,,,,NA,0,0,Yes,GMPD only has traits for Orthobunyavirus California encephalitis orthobunyavirus.,,,Orthobunyavirus-California encephalitis Group Jerry Slough virus,,,
Orthobunyavirus-California encephalitis Group La Crosse virus,NA,3,,2,1,1,1,,VR,42678,-,-,see_line_98,0,Orthobunyavirus-California encephalitis Group La Crosse virus,30,Orthobunyavirus-California encephalitis Group La Crosse virus,0,,"Gerhardt et al., 2001",,VR,42678,,,,NA,0,0,Yes,GMPD only has traits for Orthobunyavirus California encephalitis orthobunyavirus.,,,Orthobunyavirus-California encephalitis Group La Crosse virus,,,
Orthobunyavirus-California encephalitis Group Snowshoe hare virus,NA,3,,2,1,1,1,,VR,42678,-,-,see_line_98,0,Orthobunyavirus-California encephalitis Group Snowshoe hare virus,12,Orthobunyavirus-California encephalitis Group Snowshoe hare virus,0,,Gentsch and Bishop 1976,,VR,42678,,,,NA,0,0,Yes,GMPD only has traits for Orthobunyavirus California encephalitis orthobunyavirus.,,,Orthobunyavirus-California encephalitis Group Snowshoe hare virus,,,
Orthobunyavirus-California encephalitis Group Tahyna virus,NA,3,,2,1,1,1,,VR,42678,-,-,see_line_98,0,Orthobunyavirus-California encephalitis Group Tahyna virus,24,Orthobunyavirus-California encephalitis Group Tahyna virus,0,Human infection caused in China; birds and mammals are reservoirs,"Lu et al., 2009",,VR,42678,,,,NA,0,0,Yes,GMPD only has traits for Orthobunyavirus California encephalitis orthobunyavirus.,,,Orthobunyavirus-California encephalitis Group Tahyna virus,,,
Orthobunyavirus-California encephalitis Group Trivittatus virus,NA,3,,1,2,0,1,,VR,42678,,,,0,Orthobunyavirus-California encephalitis Group Trivittatus virus,6,Orthobunyavirus-California encephalitis Group Trivittatus virus,0,"found in rabbits, squirrels, etc. (Pinger et al. 1975) and a less common disease causing agent in humans","Monath et al., 1970",,VR,42678,,,,NA,0,0,Yes,GMPD only has traits for Orthobunyavirus California encephalitis orthobunyavirus.,,,Orthobunyavirus-California encephalitis Group Trivittatus virus,,,
Orthocoelium scoliocoelium,NA,0,,-1,3,-1,3,,VR,42678,,,,0,Orthocoelium scoliocoelium,100,Orthocoelium scoliocoelium,6,"trematode that parasitizes ox, buffalo, sheep, and goats. Ceylonocotyle scoliocoelium is a synonym",Sharma and Hanna 1988,,VR,42678,,,,NA,0,1,No,,,,Orthocoelium scoliocoelium,Orthocoelium scoliocoelium,,
Orthocoelium streptocoelium,NA,0,,-1,1,-1,3,,VR,42678,,,,0,Orthocoelium streptocoelium,80,Orthocoelium streptocoelium,6,"rumen fluke found in cattle, paper is from a conference",Eduardo 1980,,VR,42678,,,,NA,0,1,No,,,,Orthocoelium streptocoelium,Orthocoelium streptocoelium,,
Orthohalarachne diminuata,NA,0,,-1,3,-1,3,,VR,42678,,,,0,Orthohalarachne diminuata,86,Orthohalarachne diminuata,2,mite that parasitizes pinnepeds,"Dailey et al., 2005",,VR,42678,,,,NA,0,1,No,,,,Orthohalarachne diminuata,Orthohalarachne diminuata,,
Orthopoxvirus monkeypox,NA,0,,2,1,3,1,,VR,42678,3,1,"Acha_Vol_2,_pg_236+:_Monkeys_main_reservoir_in_jungles,_but_urban_/_periurban_areas,_two_squirrel_spp_are_serving_as_reservoirs.__Monkeys_may_no_longer_play_an_important_role_in_the_maintenance_of_the_virus_and_may_now,_like_humans,_be_accidental_hosts.__Virus_probably_enters_humans_via_mucosa_of_the_upper_respiratory_tract_or_through_skin_abrasians.__People_in_monkeypox_endemic_areas_each_both_squirrel_and_monkey_meat,_which_may_be_introducing_the_disease_into_humans._""Interhuman_transmission_from_patients_to_contacts_does_not_play_an_important_role""-_time_to_investigate.__In_2003,_72_people_in_the_U.S._infected_after_rodents_imported_from_Ghana.__Because_it_was_in_the_U.S.,_there_is_really_good_CDC_coverage_of_it_(but_is_not_included_in_Acha_because_it_is_too_recent).__Some_good_information_on_it_in_Fleischauer_et_al._2005.__There_is_definitely_interhuman_transmission:__Hutin_et_al._2001_(citing_a_book_I_don't_have_access_to):_""Human-to-human_transmission_[of_monkeypox]_occurs_with_an_incubation_period_of_12_days_(range_7-21_days).""__Arita_et_al._1985:_""Of_155_cases_[of_monkeypox],_some_80%_are_believed_to_have_resulted_from_infection_from_an_as_yet_unknown_animal_reservoir;_the_rest_occurred_among_unvaccinated_close_contacts_among_whom_a_secondary_attack_rate_of_15%_was_observed.__Although_person-to-person_spread_appears_to_have_occurred_in_some_instances,_few_cases_were_observed_in_the_third_or_fourth_generation_of_transmission_and_none_thereafter""_&_""Some_cases_occurred_within_households_at_intervals_which_were_consistent_with_person-to-person_transmission_and_a_few_cases_of_monkeypox_occured_in_hospitalized_children_who_were_not_in_contact_with_animals_during_the_presumed_incubation_period,_but_who_had_been_in_close_contact_with_other_human_cases...person-to-person_spread_has_been_postulated_for_some_20%_of_all_cases.""__See_paper_for_more_information--there_has_been_as_many_as_4_generations_of_person-to-person_transmission.__Jezek_et_al._1986_discuss_five_cases_of_human_monkeypox_that_occurred_from_one_human_being_infected_from_an_animal_source_(probably_amonkey)_that_then_led_to_four_additional_human_cases_from_human_transmission.",0,Orthopoxvirus monkeypox,3890,Orthopoxvirus monkeypox,277,"squirrels are thought to be the actual reservoir, humans where the disease occurs consume both monkey and squirrel meat, interhuman transmission does not play an important role","Hutin et al., 2001",,VR,42678,,Arita et al. 1985,Jezek et al. 1986,NA,0,0,Yes,,Orthopoxvirus Monkeypox virus,,Orthopoxvirus Monkeypox virus,Orthopoxvirus Monkeypox virus,,
Orthoreovirus Mammalianorthoreovirus,NA,0,,2,2,0,1,,VR,42678,0,3,"Guglielmi_et_al._2006:_three_reovirus_serotypes,_each_represented_by_a_prototype_strain_from_a_human_host...Reoviruses_have_a_wide_geographic_distribution,_and_virtually_all_mammals,_including_humans,_serve_as_hosts_for_infection.__However,_reovirus_is_rarely_associated_with_disease,_except_in_the_very_young_[internal_citations_omitted].__No_indication_that_humans_are_getting_them_from_animals.__Lorusso_et_al._2015_describe_a_Pteropine_Orthoreovirus_species_that_has_been_isolated_from_flying_foxes_(imported_to_Italy_from_Indonesia)_that_is_genetically_similar_to_Melaka_virus,_which_is_the_first_Pteropine_orthoreovirus_shown_to_be_responsible_for_human_respiratory_disease.__However,_these_are_Pteropine_Orthoreovirus,_which_are_not_the_same_as_Mammalian_Orthoreoviruses.__Melaka_virus_(which_is_a_Pteropine,_not_Mammalian,_Orthoreovirus)_very_likely_is_zoonotic.__Kohl_et_al._2012_suggest_the_zoonotic_potential_of_some_mammalian_orthoreoviruses_found_in_European_bats,_but_present_no_evidence_of_it,_just_""considering_that_reovirus-infected_bats_were_found_in_close_proximity_to_humans,_a_possible_spill-over_and_zoonotic_potential_of_bat-borne_MRV_needs_to_be_discussed""_hence_my_lower_confidence_score_(and_score_of_0_vs_2).__Similarly,_in_Koly_&_Kurth_2014,_the_zoonotic_potential_is_mentioned,_but_no_evidence_of_spillovers--just_that_they_suspect_it_could_be_happening.",0,Orthoreovirus Mammalianorthoreovirus,1,Orthoreovirus Mammalianorthoreovirus,0,"Mammalian orthoreovirus is the species, although there are multiple serotypes.  Can infect a wide range of mammals, including humans.  Transmission is still difficult to determine, but the recent thought is oral/fecal transmission, especially due to bats","Kohl et al., 2012",,VR,42678,,Koly & Kurth 2014,Kohl et al. 2012,NA,0,0,Yes,,Orthoreovirus Mammalian orthoreovirus,,Orthoreovirus Mammalian orthoreovirus,Orthoreovirus Mammalian orthoreovirus,,
Orthoreovirus Pteropine orthoreovirus,NA,0,,3,2,3,3,,VR,42678,3,3,"Pteropine_orthoreovirus_(PRV)_is_considered_to_be_a_species_group.__Four_confirmed_human_outbreaks,_very_likely_from_bats,_with_caveat:_""there_is_a_lack_of_direct_evidence_to_prove_a_bat-to-human_transmission,_epidemiological_studies_indicated_that_patients_from_all_four_independent_outbreaks_had_been_to_an_area_close_to_bat_colonies_or_frequently_visited_by_bat_colonies""_(Chua_et_al._2011).__Also_from_Chua_et_al._2011:_""It_is_important_to_emphasize_that_among_all_three_outbreaks_investigated_in_Malaysia_so_far,_each_was_associated_with_multiple_human_infections._Although_one_cannot_exclude_the_possibility_that_this_could_be_a_result_of_independent_bat-to-human_transmission,_epidemiological_tracing_suggested_they_were_more_likely_the_result_of_human-to-human_transmission""_(not_entirely_sure_that_they_were_looking_at_the_same_species,_though).__Voon_et_al._2011_also_refers_to_possible_human-to-human_transmission,_but_cites_Chua.",,Orthoreovirus Pteropine orthoreovirus,99,Orthoreovirus Pteropine orthoreovirus,9,"Pteropine orthoreovirus is the species, but there are multiple strains, bats thought to be the main reservoir, each outbreak has had multiple cases, leading to the idea that at least some human-human transmission is occuring",,,VR,42678,,Chua et al. 2011,,NA,0,0,Yes,Can't find it in GMPD files.,,,Orthoreovirus Pteropine orthoreovirus,,,
Orthosplanchnus fraterculus,NA,0,,-1,3,-1,3,,VR,42677,,,,0,Orthosplanchnus fraterculus,26,Orthosplanchnus fraterculus,2,helminth parasite of sea otters and pinnipeds,Margolis et al. 1997,,VR,42677,,,,NA,0,1,No,,,,Orthosplanchnus fraterculus,Orthosplanchnus fraterculus,,
Orthostrongylus macrotis,NA,0,,-1,2,-1,3,,VR,42677,,,,0,Orthostrongylus macrotis,25,Orthostrongylus macrotis,0,lung parasite of mule deer,Stock and Barrett 1983,,VR,42677,,,,NA,0,1,No,,,,Orthostrongylus macrotis,Orthostrongylus macrotis,,
Oslerus osleri,NA,0,,-1,1,-1,1,,VR,42677,,,,0,Oslerus osleri,336,Oslerus osleri,27,"renamed Filaroides osleri, lungworm found in dogs and foxes",Outerbridge and Taylor 1998,,VR,42677,,,,NA,0,1,No,,,,Oslerus osleri,Oslerus osleri,,
Oslerus rostratus,NA,0,,-1,3,-1,3,,VR,42677,,,,0,Oslerus rostratus,73,Oslerus rostratus,7,nematode parasite of felines,"Brianti et al., 2014",,VR,42677,,,,NA,0,1,No,,,,Oslerus rostratus,Oslerus rostratus,,
Ostertagia antipini,NA,0,,-1,2,-1,3,,VR,42677,,,,0,Ostertagia antipini,69,Ostertagia antipini,1,nematode parasite of roe deer,"Davidson et al., 2015",,VR,42677,,,,NA,0,0,Yes,Can't find it in GMPD files (2018/07/29).,,,Ostertagia antipini,,,
Ostertagia arctica,NA,0,,-1,2,-1,2,,VR,42677,,,,0,Ostertagia arctica,149,Ostertagia arctica,12,nematode parasite of Reindeer and Caribou,"Dallas et al., 2000",,VR,42677,,,,NA,0,1,No,,,,Ostertagia arctica,Ostertagia arctica,,
Ostertagia dikmansi,NA,0,,-1,2,-1,2,,VR,42677,,,,0,Ostertagia dikmansi,84,Ostertagia dikmansi,6,abomasal nematode of white-tailed deer,Becklund and Walker 1968,,VR,42677,,,,NA,0,1,No,,,,Ostertagia dikmansi,Ostertagia dikmansi,,
Ostertagia drozdzi,NA,0,,-1,3,-1,3,,VR,42677,,,,0,Ostertagia drozdzi,34,Ostertagia drozdzi,4,"synonym of O. ryjikovi, helminth parasite of wild deer","Santin-Duran et al., 2008",,VR,42677,,,,NA,0,1,No,,,,Ostertagia drozdzi,Ostertagia drozdzi,,
Ostertagia gruehneri,NA,0,,-1,,-1,2,,VR,42677,,,,0,Ostertagia gruehneri,209,Ostertagia gruehneri,25,"through water, vegetation or food contact","Dallas et al., 2000",,VR,42677,,,,NA,0,1,No,,,,Ostertagia gruehneri,Ostertagia gruehneri,,
Ostertagia hamata,NA,0,,,,-1,3,,VR,42677,,,,0,Ostertagia hamata,51,Ostertagia hamata,3,,Boomker and Horak 1992,,VR,42677,,,,NA,0,0,Yes," = Teladorsagia hamata (Monnig, 1932)",Teladorsagia hamata,,Teladorsagia hamata,Teladorsagia hamata,,
Ostertagia harrisi,NA,0,,-1,3,-1,1,,VR,42677,,,,0,Ostertagia harrisi,1460,Ostertagia harrisi,2,nematode parasitizes gazelle,"Boomker et al., 1987",,VR,42677,,,,NA,0,1,No,,,,Ostertagia harrisi,Ostertagia harrisi,,
Ostertagia kenyensis,NA,0,,-1,3,-1,3,,VR,42677,,,,0,Ostertagia kenyensis,22,Ostertagia kenyensis,1,genus renamed? Nematode that parasitizes artiodactyls,Hoberg and Abrams 2008,,VR,42677,,,,NA,0,1,No,,,,Ostertagia kenyensis,Ostertagia kenyensis,,
Ostertagia kolchida,NA,0,,-1,3,-1,2,,VR,42677,,,,0,Ostertagia kolchida,222,Ostertagia kolchida,27,"nematode parasite of deer, Santin-Duran lists several of these as helminths, others as nematodes. Pilarczyk et al. 2005 list as a nematode","Lichtenfels et al., 1988",,VR,42677,,,,NA,0,1,No,,,,Ostertagia kolchida,Ostertagia kolchida,,
Ostertagia leptospicularis,NA,0,,-1,1,-1,1,,VR,42677,,,,0,Ostertagia leptospicularis,448,Ostertagia leptospicularis,53,nematode found in deer and more rarely in cattle,"Suarez et al., 1991",,VR,42677,,,,NA,0,1,No,,,,Ostertagia leptospicularis,Ostertagia leptospicularis,,
Ostertagia lyrata,NA,0,,,,-1,2,,VR,42677,,,,,Ostertagia lyrata,438,Ostertagia lyrata,32,helminth parasite of cattle,"Gasnier et al., 1993",,VR,42677,,,,NA,0,1,No,,,,Ostertagia lyrata,Ostertagia lyrata,,
Ostertagia mossi,NA,0,,-1,2,-1,2,,VR,42677,,,,0,Ostertagia mossi,126,Ostertagia mossi,5,"nematod parasitizes cervids, minor morphotype was previously named O. Dikmansi","Hoberg et al., 1993",,VR,42677,,,,NA,0,1,No,,,,Ostertagia mossi,Ostertagia mossi,,
Ostertagia ningshannensis,NA,0,,-1,3,-1,3,,VR,42677,,,,0,Ostertagia ningshannensis,1,Ostertagia ningshannensis,0,nematode parasitizes takin,Liu 1988,NEED,VR,42677,,,,NA,0,0,Yes,Can't find it in GMPD files.,,,Ostertagia ningshannensis,,,
